Manufacture,Type,Engine,Controllers,SPN,FMI,Code
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4360,0,SCR Catalyst Temperature Before Catalyst - Temperature Too High
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4360,2,Selective Catalyst Reduction Inlet Temperature - Not Plausible: MU_ATS_DIA_T_SCR_IN_DRIFT;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4360,3,"SCR Inlet Temperature Sensor Circuit Failed High: Aftertreatment 1 SCR Catalyst Intake Gas Temperature Voltage Above Normal, Or Shorted To High Source; SCR catalyst temperature 1 signal range failed high"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4360,4,"SCR Inlet Temperature Sensor Circuit Failed Low: Aftertreatment 1 SCR Catalyst Intake Gas Temperature Voltage Below Normal, Or Shorted To Low Source; SCR catalyst temperature 1 signal range failed low"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4360,8,SCR Inlet Temperature - Signal Spike: Aftertreatment 1 SCR Catalyst Intake Gas Temperature Abnormal Frequency Or Pulse Width Or Period; SCR inlet temperature gradient error
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4360,10,SCR Inlet Temperature Sensor - Rationality Error: Aftertreatment 1 SCR Catalyst Intake Gas Temperature Abnormal Rate Of Change; MU_ATS_DIA_RD_T_SCR_IN
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4360,14,SCR inlet temperature not warm up _INLET: Aftertreatment 1 SCR Catalyst Intake Gas Temperature Special Instructions; SCR temp warm up
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4360,15,"SCR Inlet Temperature High: Aftertreatment 1 SCR Catalyst Intake Gas Temperature Data Valid But Above Normal Operating Range - Least Severe Level; Catalyst temperature in, signal range failed high"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4360,20,SCR Inlet Temperature Sensor Drift High in Range: Aftertreatment 1 SCR Catalyst Intake Gas Temperature Data Drifted High; SCR inlet temperature sensor has drifted too high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4360,21,SCR Inlet Temperature Drift in Range: Aftertreatment 1 SCR Catalyst Intake Gas Temperature Data Drifted Low; SCR Inlet Temperature sensor rationality check
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4360,31,SCR inlet temperature not warm up : Aftertreatment 1 SCR Dosing Air Assist Absolute Pressure Abnormal Frequency Or Pulse Width Or Period; Diagnose inability for system to build or retain heat
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4363,0,SCR Outlet Temperature High: Aftertreatment 1 SCR Catalyst Outlet Gas Temperature Data Valid But Above Normal Operational Range - Most Severe Level; Catalyst out temperature is too high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4363,2,Selective Catalyst Reduction Outlet Temperature - Not Plausible: MU_ATS_DIA_T_SCR_OUT_DRIFT;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4363,3,"SCR Outlet Temperature Sensor Circuit Failed High: Aftertreatment 1 SCR Catalyst Outlet Gas Temperature Voltage Above Normal, Or Shorted To High Source; SCR catalyst temperature 2 signal range failed high"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4363,4,"SCR Outlet Temperature Sensor Circuit Failed Low: Aftertreatment 1 SCR Catalyst Outlet Gas Temperature Voltage Below Normal, Or Shorted To Low Source; SCR catalyst temperature 2 signal range failed low"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4363,7,SCR Outlet Temperature Sensor Out of Range High: Aftertreatment 1 SCR Catalyst Outlet Gas Temperature Mechanical System Not Responding Or Out Of Adjustment;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4363,8,SCR Outlet Temperature - Signal Spike: Aftertreatment 1 SCR Catalyst Outlet Gas Temperature Abnormal Frequency Or Pulse Width Or Period; SCR outlet temperature gradient error
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4363,10,SCR Outlet Temperature Sensor - Rationality Error: Aftertreatment 1 SCR Catalyst Outlet Gas Temperature Abnormal Rate Of Change; MU_ATS_DIA_RD_T_SCR_OUT
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4363,20,SCR Temperature Drift - Inlet Low/Outlet High: Aftertreatment 1 SCR Catalyst Outlet Gas Temperature Data Drifted High; SCR outlet temperature sensor has drifted too high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4363,21,SCR Oulet Temperature Drift in Range: Aftertreatment 1 SCR Catalyst Outlet Gas Temperature Data Drifted Low; SCR outlet Temperature sensor rationality check
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4364,1,SCR NOX Conversion Efficiency Very Low: Aftertreatment 1 SCR Conversion Efficiency Data Valid But Below Normal Operational Range - Most Severe Level;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4364,14,SCR catalyst nox conversion rate check: Aftertreatment 1 SCR Conversion Efficiency Special Instructions; MU_SCR_NOX_CNV_CHK_FAIL
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4364,15,NOx Emission - Level 1 Exceeded
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4364,16,"MU_NOX_MON_SCR_EFF_SUS_HI: Aftertreatment 1 SCR Dosing Air Assist Absolute Pressure Voltage Above Normal, Or Shorted To High Source; The SCR efficiency suspicious high signal"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4364,17,SCR NOx Conversion Efficiency Low: Aftertreatment 1 SCR Conversion Efficiency Data Valid But Below Normal Operating Range - Least Severe Level;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4364,18,SCR NOX Conversion Efficiency Low: Aftertreatment 1 SCR Conversion Efficiency Data Valid But Below Normal Operating Range - Moderately Severe Level;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4364,31,SCR Nox Efficiency Low: Aftertreatment 1 SCR Conversion Efficiency Condition Exists;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4374,0,Under pressurized DEF system: Aftertreatment 1 Diesel Exhaust Fluid Pump Motor Speed Data Valid But Above Normal Operational Range - Most Severe Level; diagnosed urea pump speed signal range failed high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4374,1,Over pressurized DEF system: Aftertreatment 1 Diesel Exhaust Fluid Pump Motor Speed Data Valid But Below Normal Operational Range - Most Severe Level; diagnosed urea pump speed signal range failed low
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4374,2,"pump speed difference between high and low dosing amounts is to small: Aftertreatment 1 Diesel Exhaust Fluid Pump Motor Speed Data Erratic, Intermittent Or Incorrect; monitoring of pump revolution - urea quantity validation"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4374,3,"pump speed signal over measurement range: Aftertreatment 1 Diesel Exhaust Fluid Pump Motor Speed Voltage Above Normal, Or Shorted To High Source; Urea pump speed signal range failed high"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4374,4,"pump speed signal below measurement range: Aftertreatment 1 Diesel Exhaust Fluid Pump Motor Speed Voltage Below Normal, Or Shorted To Low Source; Urea pump speed signal range failed low"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4374,9,"MU_LO_DIA_PSV_LOOP_ERR: RES_SCR - SPN Not Found Voltage Below Normal, Or Shorted To Low Source; PSV SRL loop error detection"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4374,11,"MU_LO_DIA_PNV_SRL_LOOP_ERR: ISP_SOOT_SENS Voltage Below Normal, Or Shorted To Low Source; PNV SRL loop error detection"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4374,14,"MU_LO_DIA_PNV_SRH_LOOP_ERR: Aftertreatment 2 SCR Catalyst Intake Gas Temperature Voltage Above Normal, Or Shorted To High Source; PNV SRH loop error detection"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4374,19,DEF system is not being controlled as expected: Aftertreatment 1 Diesel Exhaust Fluid Pump Motor Speed Received Network Data In Error; pump speed diagnosis
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4375,0,Aftertreatment 1 Diesel Exhaust Fluid Pump Drive Percentage- High – most severe
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4375,3,"DEF Pump Circuit Failed High: Aftertreatment 1 Diesel Exhaust Fluid Pump Drive Percentage Voltage Above Normal, Or Shorted To High Source; short circuit to UBatterie on function ""am_pwm_urea_pump"""
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4375,4,"DEF Pump Circuit Failed Low: Aftertreatment 1 Diesel Exhaust Fluid Pump Drive Percentage Voltage Below Normal, Or Shorted To Low Source; short circuit to ground on function ""am_pwm_urea_pump"""
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4375,5,"DEF Pump Circuit Failed Open: Aftertreatment 1 Diesel Exhaust Fluid Pump Drive Percentage Current Below Normal Or Open Circuit; open load on function ""am_pwm_urea_pump"""
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4375,6,DEF Pump Supply Current High: Aftertreatment 1 Diesel Exhaust Fluid Pump Drive Percentage Current Above Normal Or Grounded Circuit;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4377,0,SCR Outlet NOx High - Non Fueling: Aftertreatment 1 Outlet NH3 Data Valid But Above Normal Operational Range - Most Severe Level; MU_SCR_MON_NH3_SLIP
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4752,0,EGR Cooler Low Efficiency: Engine Exhaust Gas Recirculation 1 (EGR1) Cooler Efficiency Data Valid But Above Normal Operational Range - Most Severe Level; EGR cooler fail high by detecting a high intake manifold temperature
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4752,15,EGR Cooler Performance Monitor: Engine Exhaust Gas Recirculation 1 (EGR1) Cooler Efficiency Data Valid But Above Normal Operating Range - Least Severe Level; EGR High/Low OBD Monitor
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4752,16,Cooling Efficiency of EGR Cooler too Low: The measured lambda-value (is1_lambda_act) is lower than the set point value (egr_des_lambda_corr_filt) for Lambda resulting in `MDEG: Eurostage 4 SEVERE` inducement
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4765,0,"Exhaust Temperature Out of Range High: Exhaust temperature too high, most likely fault in either engine gas-path or component resulting in `MDEG: Eurostage 4 SEVERE` inducement"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4765,2,Exhaust gas temperature signal is stuck.: FMM_AS_ET_TEST2 Condition Exists; Exhaust gas temperature signal is stuck.
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4792,2,"Rationality check for t_scr: Aftertreatment 1 SCR Catalyst Intake Gas Temperature Data Erratic, Intermittent Or Incorrect;"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4792,7,SCR Catalyst - Age :Limit: Aftertreatment 1 SCR Catalyst System Mechanical System Not Responding Or Out Of Adjustment; MU_SCR_MON_SCR_CAT_DEF
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4792,14,SCR Catalyst Aged Level 1: Aftertreatment 1 SCR Catalyst System Special Instructions;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4792,31,SCR Catalyst Aged Level 2: Aftertreatment 1 SCR Catalyst System Condition Exists;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4794,14,Detect the presence of the SCR: Aftertreatment 1 SCR Catalyst System Missing Special Instructions;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4794,31,SCR catalyst presence detection: Aftertreatment 1 SCR Catalyst System Missing Condition Exists; MU_ATS_DIA_SCR_PRES
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4795,31,DPF Outlet Temperature Response - Too fast: Aftertreatment 1 Diesel Particulate Filter Missing Condition Exists; MU_ATS_DIA_DOCDPF_PRES
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4796,31,DOC Outlet Temperature Response - Too Fast: Aftertreatment 1 Diesel Oxidation Catalyst Missing Condition Exists; MU_ATS_DIA_DOC_PRES
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4809,3,"Catalyst Temperature Sensor Circuit Low Input (Bank 1 Sensor 1): Aftertreatment 1 Warm Up Diesel Oxidation Catalyst Intake Temperature Voltage Above Normal, Or Shorted To High Source; Catalyst Temperature Sensor Circuit High Input (Bank 1 Sensor 1)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4809,4,"Catalyst Temperature Sensor Circuit High Input (Bank 1 Sensor 1): Aftertreatment 1 Warm Up Diesel Oxidation Catalyst Intake Temperature Voltage Below Normal, Or Shorted To Low Source; Catalyst Temperature Sensor Circuit Low Input (Bank 1 Sensor 1)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4810,3,"Catalyst Temperature Sensor Circuit Low (Bank 1 Sensor 2): Aftertreatment 1 Warm Up Diesel Oxidation Catalyst Outlet Temperature Voltage Above Normal, Or Shorted To High Source; Catalyst Temperature Sensor Circuit High (Bank 1 Sensor 2)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4810,4,"Catalyst Temperature Sensor Circuit High (Bank 1 Sensor 2): Aftertreatment 1 Warm Up Diesel Oxidation Catalyst Outlet Temperature Voltage Below Normal, Or Shorted To Low Source; Catalyst Temperature Sensor Circuit Low (Bank 1 Sensor 2)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4814,3,"Water Pump Circuit Failed High: Engine Coolant Pump command Voltage Above Normal, Or Shorted To High Source; Water Pump:Short Cut to Battery"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4814,4,"Water Pump Circuit Failed Low: Engine Coolant Pump command Voltage Below Normal, Or Shorted To Low Source; Water Pump: Short Cut to Ground"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4814,5,Water Pump Circuit Failed Open: Engine Coolant Pump command Current Below Normal Or Open Circuit; Water Pump:Open Load
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4817,16,Boost wastegate error deviation high: FMM_AS_ET_TEST2 Condition Exists; boost high as measured by wastegate deviation
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,4817,18,Boost wastegate error deviation low: FMM_AS_ET_TEST2 Condition Exists; boost low as measured by wastegate deviation
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5016,3,"High Side Digital Output 4 Circuit Failed High: ECU Power Output Supply Voltage #4 Voltage Above Normal, Or Shorted To High Source; short circuit to UBatterie on High Side 4"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5016,4,"High Side Digital Output 4 Circuit Failed Low: ECU Power Output Supply Voltage #4 Voltage Below Normal, Or Shorted To Low Source; short circuit to ground on High Side 4"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5017,3,"High Side Digital Output 5 Circuit Failed High: ECU Power Output Supply Voltage #5 Voltage Above Normal, Or Shorted To High Source; short circuit to UBatterie on High Side 5"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5017,4,"High Side Digital Output 5 Circuit Failed Low: ECU Power Output Supply Voltage #5 Voltage Below Normal, Or Shorted To Low Source; short circuit to ground on High Side 5"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5018,14,MU_DPF_MON_DOC_CLOGGED: Aftertreatment 2 Diesel Particulate Filter Intermediate Gas Temperature Data Valid But Above Normal Operating Range - Least Severe Level; Detection of HC clogging the DOC
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5018,18,DOC efficiency Low: Aftertreatment 1 Diesel Oxidation Catalyst System Data Valid But Below Normal Operating Range - Moderately Severe Level;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5125,3,"ULIN Voltage too High: Sensor supply voltage 7 Voltage Above Normal, Or Shorted To High Source; ULIN voltage too high"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5125,4,"ULIN Voltage too Low: Sensor supply voltage 7 Voltage Below Normal, Or Shorted To Low Source; ULIN voltage too low"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5246,0,Aftertreatment SCR Operator Inducement - Data Valid But Above Normal Operating Range - Most Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5246,14,Tier4 Inducement System Has Not Been Activated: Aftertreatment SCR Operator Inducement Severity Special Instructions; Inducment Final-Shut-Down is active
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5246,31,Inducement System in Shutdown: Aftertreatment SCR Operator Inducement Severity Condition Exists; Inducment Final-Shut-Down is active
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5298,14,SCR Abnormal Temperature Rise: Aftertreatment 1 Diesel Oxidation Catalyst Conversion Efficiency Special Instructions; SCR clean up catalyst(AMOX) thermal energy release (Q-dot) detection
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5300,17,MU_DPF_DIA_DOC_FG_LOW: MU_DPF_DIA_DOC_FG_LOW;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5312,7,Intake Manifold Pressure Very Low: The set point signal and the actual sensor signal for the intake manifold pressure are compared to each other. The difference exceeds a maximum negative threshold resulting in `MDEG: Eurostage 4 SEVERE` inducement
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5319,14,MU_DPS_DIA_REG: Aftertreatment 1 Diesel Particulate Filter Incomplete Regeneration Special Instructions;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5323,13,Excessive Time to Enter Closed Loop Fuel Pressure Control: low rail pressure resulting in `MDEG: Eurostage 4 SEVERE` inducement
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5357,15,overfueling detected by lambda deviation monitor: Engine Intake Manifold 1 Air Temperature (High Resolution) Root Cause Not Known; Lambda system has detected a deviation which is caused by an overfueling of the injection system.
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5357,16,Total Injected Fuel Mass too High: Engine Fuel Injection Quantity Error for Multiple Cylinders Data Valid But Above Normal Operating Range - Moderately Severe Level; Injection quantity drift detection high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5357,17,underfueling detected by lambda deviation monitor: Engine Charge Air Cooler 1 Outlet Temperature Root Cause Not Known; Lambda system has detected a deviation which is caused by an underfueling of the injection system.
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5357,18,Total Injected Fuel Mass too Low: Engine Fuel Injection Quantity Error for Multiple Cylinders Data Valid But Below Normal Operating Range - Moderately Severe Level; Injection quantity drift detection low
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5357,31,Engine Smoothness Control Multiple Cylinders Detected: Engine Fuel Injection Quantity Error for Multiple Cylinders Condition Exists; ESC correction factor for more than 1 cylinder out of range
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5358,16,Engine Smoothness Control / Cylinder #1 Quantity Deficit: Engine Cylinder #1 Fuel Injection Quantity Data Valid But Above Normal Operating Range - Moderately Severe Level; correction factor for cyl1 out of range
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5358,18,Engine Smoothness Control / Cylinder #1 Quantity Excess: Engine Cylinder #1 Fuel Injection Quantity Data Valid But Below Normal Operating Range - Moderately Severe Level; Cylinder 1 Fueling Error
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5359,16,Engine Smoothness Control / Cylinder #2 Quantity Deficit: Engine Cylinder #2 Fuel Injection Quantity Data Valid But Above Normal Operating Range - Moderately Severe Level; correction factor for cyl2 out of range
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5359,18,Engine Smoothness Control / Cylinder #2 Quantity Excess: Engine Cylinder #2 Fuel Injection Quantity Data Valid But Below Normal Operating Range - Moderately Severe Level; Cylinder 2 Fueling Error
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5360,16,Engine Smoothness Control / Cylinder #3 Quantity Deficit: Engine Cylinder #3 Fuel Injection Quantity Data Valid But Above Normal Operating Range - Moderately Severe Level; correction factor for cyl3 out of range
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5360,18,Engine Smoothness Control / Cylinder #3 Quantity Excess: Engine Cylinder #3 Fuel Injection Quantity Data Valid But Below Normal Operating Range - Moderately Severe Level; Cylinder 3 Fueling Error
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5361,16,Engine Smoothness Control / Cylinder #4 Quantity Deficit: Engine Cylinder #4 Fuel Injection Quantity Data Valid But Above Normal Operating Range - Moderately Severe Level; correction factor for cyl4 out of range
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5361,18,Engine Smoothness Control / Cylinder #4 Quantity Excess: Engine Cylinder #4 Fuel Injection Quantity Data Valid But Below Normal Operating Range - Moderately Severe Level; correction factor for cyl4 out of range
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5362,16,Engine Smoothness Control / Cylinder #5 Quantity Deficit: Engine Cylinder #5 Fuel Injection Quantity Data Valid But Above Normal Operating Range - Moderately Severe Level; correction factor for cyl5 out of range
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5362,18,Engine Smoothness Control / Cylinder #5 Quantity Excess: Engine Cylinder #5 Fuel Injection Quantity Data Valid But Below Normal Operating Range - Moderately Severe Level; correction factor for cyl5 out of range
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5363,16,Engine Smoothness Control / Cylinder #6 Quantity Deficit: Engine Cylinder #6 Fuel Injection Quantity Data Valid But Above Normal Operating Range - Moderately Severe Level; correction factor for cyl6 out of range
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5363,18,Engine Smoothness Control / Cylinder #6 Quantity Excess: Engine Cylinder #6 Fuel Injection Quantity Data Valid But Below Normal Operating Range - Moderately Severe Level; correction factor for cyl6 out of range
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5372,15,"Smart Remote Actuator 1 (Wastegate), Temperature Warning: Engine Turbocharger Wastegate Actuator 1 Temperature Status Data Valid But Above Normal Operating Range - Least Severe Level; tbd (Uebachs)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5372,16,"Smart Remote Actuator 1 (Wastegate), Temperature Alert: Engine Turbocharger Wastegate Actuator 1 Temperature Status Data Valid But Above Normal Operating Range - Moderately Severe Level; tbd (Uebachs)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5394,5,Aftertreatment 1 Diesel Exhaust Fluid Dosing Valve 1 Circuit - Current Below Normal or Open Circuit
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5395,15,Idle Fuel Quantity Out of Range: Engine Idle Fuel Quantity Data Valid But Above Normal Operating Range - Least Severe Level; Idle fuel quantity check
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5397,0,Regeneration Frequency Error - Severe: Aftertreatment 1 Diesel Particulate Filter Regeneration too Frequent Data Valid But Above Normal Operational Range - Most Severe Level; MU_DPF_SOOT_DP_SIM_HI
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5397,11,Check if Kalman request a regeneration before the fixed trigger and very late in zone 0: Aftertreatment 1 Diesel Particulate Filter Regeneration too Frequent Root Cause Not Known; Delta-P soot deviation error low
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5397,14,Check if Kalman request a regeneration before the fixed trigger and very early in zone 0 - it is a smoky engine: Aftertreatment 1 Diesel Particulate Filter Regeneration too Frequent Special Instructions; Delta-P soot deviation error high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5397,16,Regeneration Frequency Error - Moderate: Aftertreatment 1 Diesel Particulate Filter Regeneration too Frequent Data Valid But Above Normal Operating Range - Moderately Severe Level; MU_DPF_SOOT_DP_SIM_LO
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5397,31,DPF Regen Too Often: Aftertreatment 1 Diesel Particulate Filter Regeneration too Frequent Condition Exists;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5399,16,HC Dosing Quantity : DPF Thermal Management Active Data Valid But Above Normal Operating Range - Moderately Severe Level; HC dosing quantity diagnose
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5399,31,MU_DPF_HC_BRNOFF_REQ: DPF Thermal Management Active Condition Exists; Display HC burn-off request
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5418,3,"FMU High Side Short-Circuit to Battery: Engine Fuel Actuator 1 Voltage Above Normal, Or Shorted To High Source; FMU highside short-circuit to battery"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5418,4,"FMU Low Side Short-Circuit to Ground: Engine Fuel Actuator 1 Voltage Below Normal, Or Shorted To Low Source; FMU lowside short-circuit to ground"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5421,9,Lost communication with SRA1 - Wastegate: Engine Turbocharger Wastegate Actuator Abnormal Update Rate; No communication with SRA1 - wastegate
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5435,7,Non DEF flow situation: Aftertreatment 1 Diesel Exhaust Fluid Pump State Mechanical System Not Responding Or Out Of Adjustment; pump blockade
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5435,11,"MU_LO_DIA_PB_LOOP_ERR: ISP_SOOT_SENS Voltage Above Normal, Or Shorted To High Source; Pump block loop error detection"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5443,0,DPF HC Absorption Very High: Aftertreatment 1 Hydrocarbon Dosing System Data Valid But Above Normal Operational Range - Most Severe Level;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5443,15,DPF HC Absorption Warning: Aftertreatment 1 Hydrocarbon Dosing System Data Valid But Above Normal Operating Range - Least Severe Level;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5443,16,DPF HC Absorption High: Aftertreatment 1 Hydrocarbon Dosing System Data Valid But Above Normal Operating Range - Moderately Severe Level;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5444,1,Engine Crankcase Breather Oil Separator Speed too Low: Engine Crankcase Breather Oil Separator Speed Data Valid But Below Normal Operational Range - Most Severe Level; Engine crankcase ventilation oil spinner speed sensor
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5444,2,oil spinner speed signal is unplausible: FMM_AS_ET_TEST2 Condition Exists; the measured oil spinner speed has an unplausible signal behaviour
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5488,3,"SCR Line Heater #5 Circuit Failed High: Aftertreatment 1 Diesel Exhaust Fluid Line Heater 5 State Voltage Above Normal, Or Shorted To High Source; short circuit to UBatterie on function ""am_pwm_line_heating_5"""
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5488,4,"SCR Line Heater #5 Circuit Failed Low: Aftertreatment 1 Diesel Exhaust Fluid Line Heater 5 State Voltage Below Normal, Or Shorted To Low Source; short circuit to ground on function ""am_pwm_line_heating_5"""
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5488,5,"SCR Line Heater #5 Circuit Failed Open: Aftertreatment 1 Diesel Exhaust Fluid Line Heater 5 State Current Below Normal Or Open Circuit; open load on function ""am_pwm_line_heating_5"""
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5503,13,Fuel Mass Signal Not Available via CAN: Aftertreatment 1 Fuel Mass Rate Out Of Calibration; Fuel mass rate over CAN signal not available
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5527,16,OPC inductor temperature to high: FMM_AS_ET_TEST2 Condition Exists; The temperature from the OPC inductor is to high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5540,2,"Fuel Temperature Sensor Signal Unplausible: Engine Fuel Temperature (High Resolution) Data Erratic, Intermittent Or Incorrect; Rationality fault fuel temperature sensor"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5569,3,"Soot Sensor printed circuit board Temperature 1 signal range high : Diesel Particulate Filter 1 Soot Sensor ECU Internal Temperature Voltage Above Normal, Or Shorted To High Source; DPS printed circuit board Temperature 1 signal range high diagnostic."
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,5569,4,"Soot Sensor printed circuit board Temperature 1 signal range low : Diesel Particulate Filter 1 Soot Sensor ECU Internal Temperature Voltage Below Normal, Or Shorted To Low Source; DPS printed circuit board Temperature 1 signal range low diagnostic."
